"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","image_month","image_season","imagery_used","halos_present","zone_specific","abs_latitude","log_distance_mainland_km","log10_patch_area_m2","halos_present_bin","zone_broad_adj","temp_sst","chl_log"
"21-082","R4424",21.25,150.893041,1,"U/N Reef","HPZ",493.77,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.447235107422,0.402466341875172
"21-086","R3056",21.3,150.727366,2,"Paul Reef","HPZ",10651.1,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.443695068359,1.37025928885043
"21-087","R3071",21.4,151.000408,3,"U/N Reef","HPZ",10633.2,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.4,NA,NA,NA,"fished",298.418365478516,0.580233779942567
"21-089","R3004",21,151.417373,5,"U/N Reef","HPZ",450.75,"BR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21,NA,NA,NA,"fished",298.708618164062,1.45323141266554
"21-097","R4399",21.05,151.474625,5,"U/N Reef","HPZ",350.65,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.677703857422,1.48092047311786
"21-099","R4398",21.05,151.379695,4,"U/N Reef","HPZ",51.69,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.636260986328,0.866402330405867
"21-101","R3006",21,151.510153,7,"U/N Reef","HPZ",1975.29,"BR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21,NA,NA,NA,"fished",298.765197753906,-0.0716097685636541
"21-101A","R4479",21.65,150.936874,5,"U/N Reef","MNPZ",2146.2,"DR","2009",2009,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.65,NA,NA,NA,"protected",298.410400390625,-0.877701625176739
"21-104","R3016",21.1,151.239949,4,"U/N Reef","HPZ",1865.44,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.5595703125,-0.351626324008256
"21-115","R3041",21.2,151.040933,5,"U/N Reef","HPZ",2193.66,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.481140136719,-0.698526124111751
"21-117","R3043",21.2,151.216429,7,"U/N Reef","HPZ",1566.32,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.500183105469,-0.275317191393917
"21-118","R3044",21.2,151.275665,8,"U/N Reef","HPZ",456.96,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.505798339844,-0.188189040820976
"21-121","R4429",21.25,151.400338,6,"U/N Reef","HPZ",331.77,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.481109619141,-0.433561588680143
"21-122","R4428",21.25,151.298279,5,"U/N Reef","HPZ",129.3,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.474914550781,-0.188189040820976
"21-123","R4427",21.25,151.179697,4,"U/N Reef","HPZ",441.85,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.469360351562,-0.275317191393917
"21-124","R4425",21.25,151.129154,2,"U/N Reef","HPZ",530.79,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.466247558594,-0.275317191393917
"21-127A","R3058",21.3,151.116415,4,"U/N Reef","HPZ",146.46,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.4443359375,0.754475156505651
"21-128","R3059",21.3,151.150065,5,"Storm Reef","HPZ",5295.79,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.445861816406,0.754475156505651
"21-129","R4436",21.35,151.09312,1,"U/N Reef","MNPZ",2273.66,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.35,NA,NA,NA,"fished",298.427276611328,0.672578809682712
"21-130","R4438",21.35,151.27573,3,"U/N Reef","MNPZ",2448.76,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.35,NA,NA,NA,"protected",298.423736572266,0.388576232367736
"21-131","R4439",21.35,151.361538,4,"Nancy Foster Reef","MNPZ",1503.47,"NH","7/09/04",2004,"AH","11/12/14",129.74,"21-132","MNPZ","1268.87",0.94,"21-136","MNPZ",116.17,2.51,"21-137","MNPZ",187.29,2.74,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,29,9,"spring","imagery used in analysis","no halos","mature reserve",21.35,2.1164084806299,NA,0,"protected",298.419403076172,0.504269896245114
"21-132","R3072",21.4,151.331536,4,"U/N Reef","MNPZ",1268.87,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.4,NA,NA,NA,"protected",298.400817871094,0.388576232367736
"21-135","R3074",21.4,151.457918,6,"U/N Reef","MNPZ",3816.7,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.4,NA,NA,NA,"fished",298.391296386719,0.759205749241125
"21-136","R4649",21.39,151.421006,1,"U/N Reef","MNPZ",116.17,"NH","7/09/04",2004,"AH","11/12/14",131.22,"21-137","MNPZ","187.29",0.34,"21-135","MNPZ",3816.7,1.45,"21-131","MNPZ",1503.47,2.5,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,29,9,"spring","imagery used in analysis","no halos","mature reserve",21.39,2.12129715282495,NA,0,"protected",298.39306640625,0.759205749241125
"21-137","R3073",21.4,151.419095,5,"U/N Reef","MNPZ",187.29,"NH","7/09/04",2004,"AH","11/12/14",129.53,"21-136","MNPZ","116.17",0.33,"21-135","MNPZ",3816.7,1.88,"21-131","MNPZ",1503.47,2.66,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,29,9,"spring","imagery used in analysis","no halos","mature reserve",21.4,2.11571033801238,NA,0,"protected",298.39306640625,0.759205749241125
"21-139","R4591",21.47,151.470015,1,"U/N Reef","MNPZ",1427.46,"BR","2009",2009,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.47,NA,NA,NA,"fished",298.357147216797,0.406223135244119
"21-141","R3085",21.5,151.182072,6,"U/N Reef","MNPZ",2676.57,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.5,NA,NA,NA,"fished",298.398864746094,0.474619714531927
"21-142","R3007",21,151.549116,8,"U/N Reef","HPZ",638.18,"BR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21,NA,NA,NA,"fished",298.765197753906,-0.0716097685636541
"21-143","R4403",21.05,151.557501,9,"U/N Reef","HPZ",153.48,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.727447509766,1.55511404628651
"21-144","R4404",21.05,151.570597,10,"U/N Reef","HPZ",577.27,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.727447509766,1.55511404628651
"21-145A","R3018",21.1,151.622188,6,"U/N Reef","HPZ",2760.48,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.690734863281,0.691297537359634
"21-145B","R3017",21.1,151.601835,5,"U/N Reef","HPZ",790.95,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.690734863281,0.691297537359634
"21-147","R4405",21.05,151.669922,11,"U/N Reef","HPZ",1212.75,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.792510986328,-0.281871799122616
"21-148","R3020",21.1,151.686261,8,"U/N Reef","HPZ",1058.14,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.721099853516,1.36819723204525
"21-149","R3021",21.1,151.715286,9,"U/N Reef","HPZ",1179.28,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.756378173828,1.36819723204525
"21-150","R3022",21.1,151.739686,10,"U/N Reef","HPZ",246.26,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.756378173828,1.36819723204525
"21-151","R3023",21.1,151.749235,11,"U/N Reef","HPZ",613.33,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.756378173828,1.36819723204525
"21-154","R4414",21.15,151.558665,4,"U/N Reef","HPZ",1160.41,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.15,NA,NA,NA,"fished",298.604797363281,0.215221481375746
"21-155","R4415",21.15,151.691391,5,"U/N Reef","MNPZ",234.75,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.15,NA,NA,NA,"fished",298.655822753906,1.36819723204525
"21-157","R4416",21.15,151.755416,6,"U/N Reef","MNPZ",781.85,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.15,NA,NA,NA,"protected",298.723876953125,0.637755906736904
"21-158","R4417",21.15,151.77468,7,"U/N Reef","MNPZ",695.13,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.15,NA,NA,NA,"protected",298.723876953125,0.637755906736904
"21-159","R4418",21.15,151.807107,8,"U/N Reef","MNPZ",493.88,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.15,NA,NA,NA,"protected",298.759918212891,0.637755906736904
"21-162","R3045",21.2,151.541451,9,"U/N Reef","HPZ",672.64,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.536987304688,1.26606674879738
"21-165","R3046",21.2,151.823421,10,"U/N Reef","MNPZ",66.11,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.2,NA,NA,NA,"protected",298.697570800781,0.537958229305242
"21-167","R4430",21.25,151.524428,7,"U/N Reef","HPZ",1103.99,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.493011474609,1.26606674879738
"21-170","R4432",21.25,151.666171,9,"U/N Reef","MNPZ",210.49,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.25,NA,NA,NA,"fished",298.545013427734,-0.372663537012752
"21-171","R4431",21.25,151.559572,8,"U/N Reef","HPZ",570.68,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.504577636719,1.26606674879738
"21-173","R3061",21.3,151.554338,7,"Mullers Reef","HPZ",4902.6,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.464447021484,0.632595841692383
"21-174","R3062",21.3,151.674889,8,"U/N Reef","MNPZ",963.02,"DR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.3,NA,NA,NA,"fished",298.502014160156,-0.405579509891442
"21-179","R4441",21.35,151.72227,6,"U/N Reef","MNPZ",304.02,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.35,NA,NA,NA,"fished",298.493011474609,0.174139736106695
"21-180","R4442",21.35,151.826081,7,"U/N Reef","HPZ",760.86,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.559112548828,-0.134241438285638
"21-185","R3076",21.4,151.901284,8,"U/N Reef","HPZ",127.01,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.4,NA,NA,NA,"fished",298.59912109375,0.231998746275863
"21-186","R3075",21.4,151.795484,7,"U/N Reef","HPZ",1353.01,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.4,NA,NA,NA,"fished",298.494750976562,-0.134241438285638
"21-187","R4589",21.42,151.625285,1,"U/N Reef","HPZ",1703.55,"BR","2013",2013,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.42,NA,NA,NA,"fished",298.394287109375,-0.0257822382549121
"21-188","R4456",21.45,151.580185,2,"U/N Reef","HPZ",1317.58,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.45,NA,NA,NA,"fished",298.381072998047,0.492822266807293
"21-189","R4457",21.45,151.67572,3,"U/N Reef","HPZ",577.33,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.45,NA,NA,NA,"fished",298.415191650391,-0.0257822382549121
"21-190","R4458",21.45,151.910195,4,"U/N Reef","HPZ",770.47,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.45,NA,NA,NA,"fished",298.571533203125,-0.455298148605755
"21-192","R3012",21,152.469752,13,"U/N Reef","MNPZ",396.15,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21,NA,NA,NA,"fished",299.067840576172,-1.19994353210776
"21-197","R4408",21.05,152.09461,14,"U/N Reef","HPZ",347.21,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.05,NA,NA,NA,"fished",298.991363525391,0.236747576444536
"21-198","R4409",21.05,152.202132,15,"U/N Reef","MNPZ",517.84,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.05,NA,NA,NA,"protected",299.003997802734,0.389721500554418
"21-206","R3032",21.1,152.490058,20,"U/N Reef","MNPZ",200.35,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.96728515625,-0.0578636674847126
"21-208","R3027",21.1,152.16534,15,"U/N Reef","MNPZ",100.32,"CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.953948974609,-0.44941127597514
"21-209","R3029",21.1,152.256632,17,"U/N Reef","MNPZ",279.98,"CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.960083007812,-0.194248377850577
"21-210","R3030",21.1,152.314139,18,"U/N Reef","MNPZ",24.82,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.961486816406,-0.194248377850577
"21-211","R3031",21.1,152.354881,19,"U/N Reef","MNPZ",153.64,"BR, CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.963165283203,0.0806818963878489
"21-212","R3026",21.1,152.156051,14,"U/N Reef","MNPZ",58.47,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.953948974609,-0.44941127597514
"21-213","R3028",21.1,152.188761,16,"U/N Reef","MNPZ",844.89,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",298.953948974609,0.59950640509943
