"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","halo_width","halo_area","hw_pa","ha_pa","image_month","image_season","halo_area_excl_patch_area","log10_halo_area_excl_patch_area","log10_patch_area_m2","log10_halo_width_per_sqrt_patch_area","log10_halo_proportion_patch","log10_patch_perimeter_m","log10_halo_width","log10_hw_pa","abs_latitude","log_distance_mainland_km","zone_broad_adj","temp_sst","chl_log"
"19-038B","R0355",19.2,148.387151,5,"Dingo Reef (No 2)","HPZ",7374.56,"HP","11/09/12",2012,"AH","10/12/14",78.29,"19-038C","HPZ","3114.48",0,"19-038E","HPZ",3489.73,0,"19-038F","HPZ",8954.91,0,"P035509",9,"dark blue","HPZ",20.21,26.89,NA,"H035509",57.44,243.48,NA,5.89,4.41,6.22,6.46,5.79,"","GUZ","fished","fished",NA,0,5.754,216.59,0.213982893268873,8.05466716251394,9,"spring",216.59,2.33563840129634,1.4295908022233,0.0451744564426564,0.906047599073042,1.3055663135153,0.759969857554307,-0.669620944668995,19.2,1.89921841785137,"fished",299.139465332031,0.788353444803244
"19-038C","R4244",19.15,148.292451,3,"Dingo Reef (No 3)","HPZ",3114.48,"HP","11/09/12",2012,"AH","10/12/14",84.41,"19-043","HPZ","13006.51",0,"19-038A","HPZ",4156.21,0,"19-038D","HPZ",1418.16,0,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos but too much surface reflection","GUZ","fished","fished",NA,0,NA,NA,NA,NA,9,"spring",NA,NA,NA,NA,NA,NA,NA,NA,19.15,1.93150872186662,"fished",299.189819335938,-0.174852545231901
"19-038F","R0347",19.1,148.44031,7,"Dingo Reef (No 6)","HPZ",8954.91,"HP","11/09/12",2012,"AH","11/12/14",86.71,"19-038E","HPZ","3489.73",0,"19-038B","HPZ",7374.56,0,"19-035","HPZ",240.41,0.94,"P034701",1,"dark blue","HPZ",77.24,294.95,NA,"H034701",117.25,1042.56,NA,9.58,12.8,5.09,7.21,7.33,"more halos but too faint or continuous","GUZ","fished","fished",NA,0,8.402,747.61,0.0284861840989998,2.53470079674521,9,"spring",747.61,2.87367510185042,2.46974840050517,-0.31049152305061,0.403926701345252,1.88784226510736,0.924382677201973,-1.54536572330319,19.1,1.94304911100841,"fished",299.245513916016,0.116566256926366
"19-038F","R0347",19.1,148.44031,7,"Dingo Reef (No 6)","HPZ",8954.91,"HP","11/09/12",2012,"AH","11/12/14",86.71,"19-038E","HPZ","3489.73",0,"19-038B","HPZ",7374.56,0,"19-035","HPZ",240.41,0.94,"P034702",2,"dark blue","HPZ",33.28,62.15,NA,"H034702",69.31,358.92,NA,4.89,7.28,3.83,6.88,7.07,"","GUZ","fished","fished",NA,0,5.99,296.77,0.096379726468222,4.7750603378922,9,"spring",296.77,2.47241999669807,1.79344113297766,-0.11929374409952,0.678978863720408,1.52218331761869,0.777426822389311,-1.01601431058835,19.1,1.94304911100841,"fished",299.245513916016,0.116566256926366
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035301",1,"dark blue","HPZ",63.4,296.74,NA,"H035301",133.53,1315.5,NA,11.75,17.12,7.65,9.57,8.39,"","GUZ","fished","fished",NA,0,10.896,1018.76,0.0367190132776168,3.43317382220125,9,"spring",1018.76,3.00807188474043,2.47237609235116,-0.198920951606869,0.535695792389271,1.80208925788173,1.03726709456871,-1.43510899778245,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035302",2,"dark blue","HPZ",61.17,283.75,NA,"H035302",116.18,1046.07,NA,9.81,6.77,9.38,7.72,10.68,"","GUZ","fished","fished",NA,0,8.872,762.32,0.0312669603524229,2.68659030837004,9,"spring",762.32,2.88213731393991,2.45293587020118,-0.278446401959486,0.429201443738729,1.7865384804978,0.948021533141104,-1.50491433706008,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035310",10,"dark blue","HPZ",33.69,86.83,NA,"H035310",80.79,472.22,NA,7.81,6.47,5.75,6.6,5.34,"","GUZ","fished","fished",NA,0,6.394,385.39,0.0736381434987907,4.43844293446965,9,"spring",385.39,2.58590044150479,1.93866980102268,-0.16356226857567,0.647230640482112,1.52750101098112,0.805772631935669,-1.13289716908701,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035306",6,"dark blue","HPZ",49.7,180.94,NA,"H035306",107.32,886.24,NA,9.83,7.57,9.18,9.85,8.37,"","GUZ","fished","fished",NA,0,8.96,705.3,0.049519177627943,3.897977230021,9,"spring",705.3,2.8483738838446,2.25753458598068,-0.176459283328214,0.590839297863923,1.69635638873333,0.952308009662125,-1.30522657631855,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035303",3,"dark blue","HPZ",65.02,290.2,NA,"H035303",127.77,1241.35,NA,11.09,13.17,7.23,9.13,11.52,"","GUZ","fished","fished",NA,0,10.428,951.15,0.035933838731909,3.2775671950379,9,"spring",951.15,2.97824901224264,2.46269740810172,-0.213147681554567,0.515551604140926,1.81304696516011,1.01820102249629,-1.44449638560543,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035304",4,"dark blue","HPZ",20.44,31.31,NA,"H035304",76.04,436.16,NA,8.84,9.12,7.35,9.76,8.16,"","GUZ","fished","fished",NA,0,8.646,404.85,0.27614180772916,12.9303736825295,9,"spring",404.85,2.6072941436122,1.49568306761692,0.188973697389175,1.11161107599528,1.31048089146268,0.936815231197633,-0.558867836419282,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035305",5,"dark blue","HPZ",41.58,132.31,NA,"H035305",86.3,576.87,NA,6.01,7.02,5.93,7.64,8.15,"","GUZ","fished","fished",NA,0,6.95,444.56,0.0525281535787167,3.35998790718767,9,"spring",444.56,2.64793038377732,2.12159266943841,-0.21881153012909,0.526337714338916,1.61888448499545,0.841984804590114,-1.27960786484829,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035308",8,"dark blue","HPZ",26.66,43.74,NA,"H035308",87.85,597.64,NA,9.8,7.91,9.07,10.53,12.25,"","GUZ","fished","fished",NA,0,9.912,553.9,0.226611796982167,12.6634659350709,9,"spring",553.9,2.74343136514668,1.64087877870162,0.175721904017198,1.10255258644507,1.42586014507784,0.996161293368007,-0.644717485333612,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035309",9,"dark blue","HPZ",60.1,281.16,NA,"H035309",121.74,1135.93,NA,8.97,8.93,9.78,12.46,9.94,"","GUZ","fished","fished",NA,0,10.016,854.77,0.0356238440745483,3.04015507184521,9,"spring",854.77,2.93184927125631,2.44895353464459,-0.223782451455939,0.482895736611726,1.77887447200274,1.00069431586635,-1.44825921877823,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"19-043","R0353",19.2,148.178469,3,"Darley Reef","HPZ",13006.51,"HP","11/09/12",2012,"AH","10/12/14",67.67,"19-042","GUZ","1489.02",0,"19-041","HPZ",442.54,0,"19-038A","HPZ",4156.21,0,"P035307",7,"dark blue","HPZ",61.1,285.73,NA,"H035307",119,1059,NA,7.72,9.32,12.99,6.9,7.75,"","GUZ","fished","fished",NA,0,8.936,773.27,0.0312742799146047,2.70629615371155,9,"spring",773.27,2.88833116149424,2.45595584118938,-0.276834760487139,0.432375320304858,1.78604121024255,0.951143160107553,-1.50481268108183,19.2,1.83676704739421,"fished",299.171783447266,0.905171095224037
"20-049B","R2035",20.3,148.793698,3,"Tancred Reef","CPZ",39.37,"HP","3/07/08",2008,"MVG","11/07/11",0.29,"20-049A","CPZ","23.86",0.02,"20-048","CPZ",16.88,0.15,"20-046","HPZ",59.52,0.23,"P203501",1,"yellow","CPZ",5.57,2.25,NA,"H203501",18.5,22.2,NA,2.34,1.24,1.23,1.89,3.04,"more halos but hard to measure","GUZ","fished","fished",NA,0,1.948,19.95,0.865777777777778,8.86666666666667,7,"winter",19.95,1.29994290002277,0.352182518111362,0.113497693486915,0.947760381911405,0.745855195173729,0.289588952542597,-0.0625935655687657,20.3,0.110589710299249,"fished",298.549011230469,0.831301359912131
"20-049B","R2035",20.3,148.793698,3,"Tancred Reef","CPZ",39.37,"HP","3/07/08",2008,"MVG","11/07/11",0.29,"20-049A","CPZ","23.86",0.02,"20-048","CPZ",16.88,0.15,"20-046","HPZ",59.52,0.23,"P203502",1,"yellow","CPZ",3.05,0.57,NA,"H203502",18.38,24.43,NA,2.56,2.54,2.15,1.96,1.89,"","GUZ","fished","fished",NA,0,2.22,23.86,3.89473684210526,41.859649122807,7,"winter",23.86,1.37767043933432,-0.244125144327509,0.468415546614393,1.62179558366183,0.484299839346786,0.346352974450639,0.590478118778147,20.3,0.110589710299249,"fished",298.549011230469,0.831301359912131
"20-102D","R2060",20.5,149.060045,3,"Shaw Island Reef (No 4)","CPZ",380.94,"HP","3/07/08",2008,"MVG","10/08/11",11.72,"20-102C","CPZ","51.46",0,"20-102E","CPZ/MNPZ",43.59,0.82,"20-098","CPZ",2.38,0.91,"P206002",2,"yellow","CPZ",15.3,17,NA,"H206002",469,150,NA,3.15,3.85,6.59,4.65,3.79,"","GUZ","fished","fished",NA,0,4.406,133,0.259176470588235,7.82352941176471,7,"winter",133,2.12385164096709,1.23044892137827,0.0288200321256118,0.893402719588812,1.1846914308176,0.644044492814749,-0.586404428563526,20.5,1.1044871113124,"fished",298.416625976562,0.370772051524846
"20-102D","R2060",20.5,149.060045,3,"Shaw Island Reef (No 4)","CPZ",380.94,"HP","3/07/08",2008,"MVG","10/08/11",11.72,"20-102C","CPZ","51.46",0,"20-102E","CPZ/MNPZ",43.59,0.82,"20-098","CPZ",2.38,0.91,"P206001",1,"yellow","CPZ",6.97,3.46,NA,"H206001",21.6,33.3,NA,2.81,1.13,2.4,3.32,1.95,"","GUZ","fished","fished",NA,0,2.322,29.84,0.671098265895954,8.6242774566474,7,"winter",29.84,1.47479881880063,0.539076098792777,0.0963241660061667,0.935722720007855,0.843232778098009,0.365862215402555,-0.173213883390221,20.5,1.1044871113124,"fished",298.416625976562,0.370772051524846
"21-499","R4651",21.66,152.451301,1,"U/N Reef","MNPZ",538.78,"HP","12/07/03",2003,"AH","11/12/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos present but too low res to measure","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,7,"winter",NA,NA,NA,NA,NA,NA,NA,NA,21.66,NA,"protected",298.385589599609,0.90628862983949
"21-500","R4650",21.68,152.393325,1,"U/N Reef","HPZ",901.27,"HP","12/07/03",2003,"AH","11/12/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos present but too low res to measure","GUZ","fished","fished",NA,0,NA,NA,NA,NA,7,"winter",NA,NA,NA,NA,NA,NA,NA,NA,21.68,NA,"fished",298.435028076172,-0.313742224562812
"21-501","R4652",21.68,152.441866,2,"Recreation Reef","MNPZ",502.46,"HP","12/07/03",2003,"AH","11/12/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos present but too low res to measure","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,7,"winter",NA,NA,NA,NA,NA,NA,NA,NA,21.68,NA,"protected",298.408905029297,1.09618755223586
"21-505","R3123",21.7,152.366971,13,"Isobel Bennett Reef","HPZ",1790.5,"HP","12/07/03",2003,"AH","11/12/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos present but too low res to measure","GUZ","fished","fished",NA,0,NA,NA,NA,NA,7,"winter",NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,"fished",298.435028076172,-0.313742224562812
"21-509","R4653",21.73,152.389198,1,"U/N Reef","MNPZ",458.59,"HP","12/07/03",2003,"AH","11/12/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"halos present but too low res to measure","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,7,"winter",NA,NA,NA,NA,NA,NA,NA,NA,21.73,NA,"protected",298.390472412109,-0.313742224562812
"21-580","R4519",21.95,152.571748,13,"U/N Reef","HPZ",486.6,"HP","29/07/09",2009,"AH","17/01/13",194.56,"21-578","HPZ","104.45",0.42,"21-585","MNPZ",105.58,0.69,"21-584","MNPZ",351,0.89,"P451903",3,"dark blue","HPZ",12.78,9.84,NA,"H451903",29.07,64.07,NA,1.44,2.4,3.96,2.98,2.79,"","GUZ","fished","fished",NA,0,2.714,54.23,0.275813008130081,5.51117886178862,7,"winter",54.23,1.73423960443545,0.992995098431341,-0.0628877058919525,0.741244506004113,1.10653085382238,0.433609843323718,-0.559385255107624,21.95,2.2912800285918,"fished",298.187683105469,0.77035272792413
"21-580","R4519",21.95,152.571748,13,"U/N Reef","HPZ",486.6,"HP","29/07/09",2009,"AH","17/01/13",194.56,"21-578","HPZ","104.45",0.42,"21-585","MNPZ",105.58,0.69,"21-584","MNPZ",351,0.89,"P451902",2,"dark blue","HPZ",19.07,24.97,NA,"H451902",31.1,74.14,NA,2.55,1.92,1.72,2.3,1.7,"","GUZ","fished","fished",NA,0,2.038,49.17,0.0816179415298358,1.96916299559471,7,"winter",49.17,1.69170020829016,1.39741854235135,-0.389505091505266,0.294281665938814,1.28035069304601,0.309204179670408,-1.08821436268094,21.95,2.2912800285918,"fished",298.187683105469,0.77035272792413
"21-580","R4519",21.95,152.571748,13,"U/N Reef","HPZ",486.6,"HP","29/07/09",2009,"AH","17/01/13",194.56,"21-578","HPZ","104.45",0.42,"21-585","MNPZ",105.58,0.69,"21-584","MNPZ",351,0.89,"P451901",1,"dark blue","HPZ",16.12,15.34,NA,"H451901",31.66,75.49,NA,1.6,1.98,3.32,1.75,2.04,"","GUZ","fished","fished",NA,0,2.138,60.15,0.139374185136897,3.92112125162973,7,"winter",60.15,1.77923563167586,1.18582535961296,-0.262904978933722,0.593410272062901,1.20736503746907,0.330007700872759,-0.855817658740203,21.95,2.2912800285918,"fished",298.187683105469,0.77035272792413
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400205",5,"green","MNPZ",31.81,71.26,NA,"H400205",49.99,182.53,NA,4.5,3.89,1.59,2.37,3.18,"","GUZ","protected","fished",2003,6,3.106,111.27,0.0435868650014033,1.56146505753578,7,"winter",111.27,2.04637808804827,1.852845818015,-0.434221457614959,0.193532270033276,1.50256366910736,0.49220145139254,-1.36064436662246,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400206",6,"green","MNPZ",35.54,90.17,NA,"H400206",78.88,477.57,NA,4.98,6.58,7.52,7.2,5.61,"","GUZ","protected","fished",2003,6,6.378,387.4,0.0707330597759787,4.29632915603859,7,"winter",387.4,2.58815961638309,1.95506206967503,-0.172846519930576,0.63309754670806,1.55071742346928,0.80468451490694,-1.15037755476809,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400209",9,"green","MNPZ",22.01,35.63,NA,"H400209",52.6,208.95,NA,3.18,6.84,4.09,5.13,4.67,"","GUZ","protected","fished",2003,6,4.782,173.32,0.134212742071288,4.86444007858546,7,"winter",173.32,2.23884868036234,1.55181582235102,-0.0962983393957518,0.687032858011322,1.34262004255335,0.679609571779756,-0.87220625057126,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400204",4,"green","MNPZ",36.72,86.47,NA,"H400204",80.82,482.16,NA,7.83,7.16,6.24,6.2,7,"","GUZ","protected","fished",2003,6,6.886,395.69,0.0796345553371111,4.57603793223083,7,"winter",395.69,2.59735507478031,1.93686545897562,-0.130465711119157,0.660489615804692,1.5649026725292,0.837967018368655,-1.09889844060697,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400207",7,"green","MNPZ",52.81,159.26,NA,"H400207",88.84,568.25,NA,8.56,6.04,4.79,4.82,5.62,"","GUZ","protected","fished",2003,6,5.966,408.99,0.0374607559964837,2.56806479969861,7,"winter",408.99,2.61171268943054,2.20210671139024,-0.325370106669074,0.409605978040303,1.72271616748849,0.775683249026044,-1.42642346236419,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400203",3,"green","MNPZ",48.56,120.03,NA,"H400203",64.51,283.86,NA,2.8,2.63,1.95,3.3,4.44,"","GUZ","protected","fished",2003,6,3.024,163.83,0.0251937015746063,1.3649087728068,7,"winter",163.83,2.21439343125521,2.07928980609866,-0.559063116220161,0.135103625156546,1.6862786780672,0.480581786829169,-1.59870801926949,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400210",10,"green","MNPZ",19.8,29.31,NA,"H400210",37.55,106.25,NA,2.66,3.44,2.68,2.41,2.47,"","GUZ","protected","fished",2003,6,2.732,76.94,0.0932105083589219,2.62504264756056,7,"winter",76.94,1.8861521819708,1.46701581843844,-0.297027214209723,0.419136363532361,1.29666519026153,0.436480695009495,-1.03053512342894,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400208",8,"green","MNPZ",23.45,39.45,NA,"H400208",35.92,99.32,NA,2.68,1.89,1.88,1.64,3.03,"","GUZ","protected","fished",2003,6,2.224,59.87,0.0563751584283904,1.51761723700887,7,"winter",59.87,1.77720925814568,1.59604700754544,-0.4508887208627,0.181162250600246,1.3701428470511,0.34713478291002,-1.24891222463542,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400201",1,"green","MNPZ",35.48,79.82,NA,"H400201",84.6,528.74,NA,7.35,6.19,5.21,9.83,10.18,"","GUZ","protected","fished",2003,6,7.752,448.92,0.0971185166624906,5.62415434728138,7,"winter",448.92,2.65216895424583,1.902111723448,-0.0616420976812933,0.750057230797825,1.54998361115969,0.889413764042709,-1.0126979594053,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"21-584","R4002",21.95,152.607475,1,"Jenkins Reef","MNPZ",351,"HP","29/07/09",2009,"AH","5/06/12",196.65,"21-585","MNPZ","105.58",0.11,"21-580","HPZ",486.6,0.91,"21-581","MNPZ",89,1.02,"P400202",2,"green","MNPZ",39.6,118.89,NA,"H400202",85.63,562.6,NA,4.83,7.38,8.31,7.49,8.13,"","GUZ","protected","fished",2003,6,7.228,443.71,0.0607956934981916,3.73210530742703,7,"winter",443.71,2.64709921662703,2.07514532705385,-0.178554519638032,0.571953889573182,1.59769518592551,0.859018143888894,-1.21612718316496,21.95,2.29589681867899,"fished",298.196075439453,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314709",9,"dark blue","HPZ",24.77,42.28,NA,"H314709",48.26,173.65,NA,3.75,3.17,3.9,3.43,6.41,"","GUZ","fished","fished",NA,0,4.132,131.37,0.0977294228949858,3.10714285714286,7,"winter",131.37,2.11849619991179,1.62613497863539,-0.196907176470111,0.492361221276399,1.39392600658584,0.616160312847583,-1.00997466578781,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314710",10,"dark blue","HPZ",23.71,31.53,NA,"H314710",47.77,145.9,NA,3.63,3.48,4.36,2.3,2.35,"","GUZ","fished","fished",NA,0,3.224,114.37,0.102251823660006,3.62733904218205,7,"winter",114.37,2.05831212110839,1.4987239707479,-0.240966952240899,0.559588150360482,1.37493155397819,0.508395033133053,-0.990328937614853,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314701",1,"dark blue","HPZ",26.17,41.93,NA,"H314701",97.31,710,NA,14.34,11.04,11.68,9.64,8.91,"","GUZ","fished","fished",NA,0,11.122,668.07,0.2652516098259,15.9329835440019,7,"winter",668.07,2.82482196999201,1.62252486240357,0.234920459539097,1.20229710758844,1.41780372263988,1.04618289074088,-0.576341971662687,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314707",7,"dark blue","HPZ",20.37,27.33,NA,"H314707",33.37,78.27,NA,2.7,1.23,1.96,1.44,1.95,"","GUZ","fished","fished",NA,0,1.856,50.94,0.0679107208196121,1.86388583973655,7,"winter",50.94,1.7070589406276,1.43663963169266,-0.449741843963487,0.270419308934936,1.30899102900016,0.268577971882843,-1.16806165980982,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314703",3,"dark blue","HPZ",25.05,44.04,NA,"H314703",43.23,142.7,NA,3.2,2.99,1.42,2.36,3.67,"","GUZ","fished","fished",NA,0,2.728,98.66,0.0619436875567666,2.24023614895549,7,"winter",98.66,1.99414111112612,1.64384731029971,-0.386079289165416,0.350293800826408,1.39880773020326,0.435844365984441,-1.20800294431527,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
"22-101","R3147",22,152.629822,7,"U/N Reef","HPZ",605.33,"HP","29/07/09",2009,"AH","5/10/11",196.64,"21-588","MNPZ","213.84",0.28,"22-102","HPZ",335.31,0.98,"22-104A","HPZ",2099.07,0.86,"P314706",6,"dark blue","HPZ",18.38,22.82,NA,"H314706",47.81,170.99,NA,4.04,5.14,4.83,4.84,4.73,"","GUZ","fished","fished",NA,0,4.716,148.17,0.206660823838738,6.49298860648554,7,"winter",148.17,2.17076028088121,1.3583156400822,-0.00558402361804638,0.812444640799015,1.26434550705009,0.673573796423052,-0.684741843659144,22,2.29587484521738,"fished",298.170257568359,1.56783148574018
